"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:00063971","M35",98,98,3,1.15965075911264e-09,2.04898692627613e-05,18,0.183673469387755,0.0382165605095541,471,"GO:0006397","BP","mRNA processing","Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide."
"GO:00319813","M35",98,98,4,3.03377686161375e-09,5.36038033678534e-05,52,0.530612244897959,0.0136698212407992,3804,"GO:0031981","CC","nuclear lumen","The volume enclosed by the nuclear inner membrane."
"GO:00329911","M35",98,98,5,1.4524301615266e-08,0.000256629885240134,56,0.571428571428571,0.0124610591900312,4494,"GO:0032991","CC","protein-containing complex","A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."
"GO:00003751","M35",98,98,6,1.68092878107092e-08,0.000297003306327421,14,0.142857142857143,0.0440251572327044,318,"GO:0000375","BP","RNA splicing, via transesterification reactions","Splicing of RNA via a series of two transesterification reactions."
"GO:19024941","M35",98,98,7,4.57665261420378e-08,0.000808648750403666,27,0.275510204081633,0.020470053070508,1319,"GO:1902494","CC","catalytic complex","A protein complex which is capable of catalytic activity."
"GO:00083801","M35",98,98,8,6.59446180958634e-08,0.00116517545713581,15,0.153061224489796,0.036231884057971,414,"GO:0008380","BP","RNA splicing","The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."
"GO:00003981","M35",98,98,9,1.2092708590734e-07,0.00213666068089679,13,0.13265306122449,0.0412698412698413,315,"GO:0000398","BP","mRNA splicing, via spliceosome","The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced."
"GO:1990904","M35",98,98,10,2.12986521256149e-07,0.00376325884407489,19,0.193877551020408,0.0258152173913043,736,"GO:1990904","CC","ribonucleoprotein complex","A macromolecular complex containing both protein and RNA molecules."
"GO:00023761","M5",61,60,1,2.61788127145523e-21,4.62553441853425e-17,43,0.716666666666667,0.0173667205169628,2476,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:00069551","M5",61,60,2,1.22499081760309e-20,2.1644362756229e-16,37,0.616666666666667,0.0216121495327103,1712,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:0006952","M5",61,60,3,9.50736981532191e-18,1.67985717266923e-13,31,0.516666666666667,0.0235562310030395,1316,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"GO:0046903","M5",61,60,4,3.24628044451339e-15,5.73585291741071e-11,29,0.483333333333333,0.0211524434719183,1371,"GO:0046903","BP","secretion","The controlled release of a substance by a cell or a tissue."
"GO:0050896","M5",61,60,5,4.20271780188115e-14,7.42578208414381e-10,56,0.933333333333333,0.00774657628994328,7229,"GO:0050896","BP","response to stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."
"GO:0032940","M5",61,60,6,4.45439702412137e-14,7.87047410192005e-10,27,0.45,0.0211930926216641,1274,"GO:0032940","BP","secretion by cell","The controlled release of a substance by a cell."
"GO:00026821","M5",61,60,7,5.92314443765716e-14,1.04656039068964e-09,27,0.45,0.0209464701318852,1289,"GO:0002682","BP","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process."
"GO:00026841","M5",61,60,8,1.14159379201624e-12,2.0170820711135e-08,22,0.366666666666667,0.0247191011235955,890,"GO:0002684","BP","positive regulation of immune system process","Any process that activates or increases the frequency, rate, or extent of an immune system process."
"GO:0042119","M5",61,60,9,1.44481413651997e-12,2.55284209781714e-08,17,0.283333333333333,0.0369565217391304,460,"GO:0042119","BP","neutrophil activation","The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0002446","M5",61,60,10,1.49599690614959e-12,2.64327693347571e-08,17,0.283333333333333,0.0368763557483731,461,"GO:0002446","BP","neutrophil mediated immunity","Any process involved in the carrying out of an immune response by a neutrophil."
"GO:0048646","M4",44,43,1,1.16324939196008e-11,2.05534535065426e-07,18,0.418604651162791,0.0199556541019956,902,"GO:0048646","BP","anatomical structure formation involved in morphogenesis","The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"GO:00055761","M4",44,43,2,4.13426851097962e-10,7.30483903204989e-06,22,0.511627906976744,0.0121412803532009,1812,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"GO:0005615","M4",44,43,3,8.23729433895134e-09,0.000145544753674931,15,0.348837209302326,0.0171232876712329,876,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"GO:0001525","M4",44,43,4,2.68233603955242e-08,0.000473941954828518,11,0.255813953488372,0.0251141552511416,438,"GO:0001525","BP","angiogenesis","Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."
"GO:0035239","M4",44,43,5,5.81771568216863e-08,0.00102793218388238,13,0.302325581395349,0.0180305131761442,721,"GO:0035239","BP","tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."
"GO:0009653","M4",44,43,6,9.77493243687935e-08,0.00172713281227221,21,0.488372093023256,0.00956284153005465,2196,"GO:0009653","BP","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."
"GO:0048514","M4",44,43,7,1.28767076484614e-07,0.00227518547440664,11,0.255813953488372,0.0215264187866928,511,"GO:0048514","BP","blood vessel morphogenesis","The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."
"GO:00301981","M4",44,43,8,1.48984754181035e-07,0.00263241162162471,9,0.209302325581395,0.0296052631578947,304,"GO:0030198","BP","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."
"GO:0050663","M4",44,43,9,3.7853302579885e-07,0.00668830003283987,7,0.162790697674419,0.0424242424242424,165,"GO:0050663","BP","cytokine secretion","The regulated release of cytokines from a cell. Cytokines are any of a group of proteins that function to control the survival, growth and differentiation of tissues and cells, and which have autocrine and paracrine activity."
"GO:0001568","M4",44,43,10,4.73803270156277e-07,0.00837162998039127,11,0.255813953488372,0.0189003436426117,582,"GO:0001568","BP","blood vessel development","The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."
"GO:00066291","M24",236,232,1,2.31424250811167e-10,4.08903508758251e-06,50,0.21551724137931,0.04,1250,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"GO:0044255","M24",236,232,2,6.38892039083101e-09,0.000112885834385593,40,0.172413793103448,0.0417101147028154,959,"GO:0044255","BP","cellular lipid metabolic process","The chemical reactions and pathways involving lipids, as carried out by individual cells."
"GO:0006631","M24",236,232,3,3.98960234078839e-08,0.000704922837593901,21,0.0905172413793103,0.0636363636363636,330,"GO:0006631","BP","fatty acid metabolic process","The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."
"GO:0032787","M24",236,232,4,5.05773012349675e-08,0.00089365033552064,27,0.116379310344828,0.0507518796992481,532,"GO:0032787","BP","monocarboxylic acid metabolic process","The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."
"GO:0016042","M24",236,232,5,6.63508423914958e-08,0.00117235303421534,19,0.0818965517241379,0.0678571428571429,280,"GO:0016042","BP","lipid catabolic process","The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"GO:0030258","M24",236,232,6,6.86510042042005e-08,0.00121299459328402,18,0.0775862068965517,0.0714285714285714,252,"GO:0030258","BP","lipid modification","The covalent alteration of one or more fatty acids in a lipid, resulting in a change in the properties of the lipid."
"GO:0009062","M24",236,232,7,7.19741385008622e-08,0.00127171105317173,12,0.0517241379310345,0.114285714285714,105,"GO:0009062","BP","fatty acid catabolic process","The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."
"GO:0046395","M24",236,232,8,2.16470051689466e-07,0.00382480934330118,17,0.0732758620689655,0.0699588477366255,243,"GO:0046395","BP","carboxylic acid catabolic process","The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."
"GO:0044242","M24",236,232,9,2.78034985983065e-07,0.00491260016733478,15,0.0646551724137931,0.078125,192,"GO:0044242","BP","cellular lipid catabolic process","The chemical reactions and pathways resulting in the breakdown of lipids, as carried out by individual cells."
"GO:00442811","M24",236,232,10,3.59849642259511e-07,0.0063581833290833,57,0.245689655172414,0.0300157977883096,1899,"GO:0044281","BP","small molecule metabolic process","The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."
"GO:00061191","M23",22,21,1,1.19759194139669e-22,2.11602520125382e-18,13,0.619047619047619,0.1015625,128,"GO:0006119","BP","oxidative phosphorylation","The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."
"GO:00427751","M23",22,21,2,8.7871105594437e-20,1.55259456474811e-15,11,0.523809523809524,0.118279569892473,93,"GO:0042775","BP","mitochondrial ATP synthesis coupled electron transport","The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane."
"GO:00427731","M23",22,21,3,9.94559455403033e-20,1.75728710175162e-15,11,0.523809523809524,0.117021276595745,94,"GO:0042773","BP","ATP synthesis coupled electron transport","The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP."
"GO:00704691","M23",22,21,4,1.26881156678296e-19,2.2418631573488e-15,11,0.523809523809524,0.114583333333333,96,"GO:0070469","CC","respiratory chain","The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"GO:0022904","M23",22,21,5,6.7466402476518e-19,1.1920638653576e-14,11,0.523809523809524,0.0990990990990991,111,"GO:0022904","BP","respiratory electron transport chain","A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."
"GO:0046034","M23",22,21,6,1.47883986913906e-18,2.61296216478181e-14,13,0.619047619047619,0.0501930501930502,259,"GO:0046034","BP","ATP metabolic process","The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator."
"GO:00057461","M23",22,21,7,1.0031230704629e-17,1.7724181532009e-13,10,0.476190476190476,0.112359550561798,89,"GO:0005746","CC","mitochondrial respiratory chain","The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"GO:0022900","M23",22,21,8,9.06197970293277e-17,1.60116119371119e-12,11,0.523809523809524,0.064327485380117,171,"GO:0022900","BP","electron transport chain","A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."
"GO:0045333","M23",22,21,9,1.42149615652955e-16,2.51164155897206e-12,11,0.523809523809524,0.0617977528089888,178,"GO:0045333","BP","cellular respiration","The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration)."
"GO:0006091","M23",22,21,10,2.91172338006514e-15,5.14472404023709e-11,13,0.619047619047619,0.0280777537796976,463,"GO:0006091","BP","generation of precursor metabolites and energy","The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances."
"GO:0006811","M16",183,178,1,3.73310031943587e-09,6.59601495441124e-05,41,0.230337078651685,0.031562740569669,1299,"GO:0006811","BP","ion transport","The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015701","M16",183,178,2,1.77273350349405e-08,0.000313224282732363,8,0.0449438202247191,0.2,40,"GO:0015701","BP","bicarbonate transport","The directed movement of bicarbonate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0006820","M16",183,178,3,7.21041571643371e-08,0.00127400835293667,22,0.123595505617978,0.0449897750511247,489,"GO:0006820","BP","anion transport","The directed movement of anions, atoms or small molecules with a net negative charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0004089","M16",183,178,4,2.56291358208708e-07,0.00452841200818966,5,0.0280898876404494,0.384615384615385,13,"GO:0004089","MF","carbonate dehydratase activity","Catalysis of the reaction: H2CO3 = CO2 + H2O."
"GO:0015711","M16",183,178,5,5.7307914110519e-07,0.0101257353441876,18,0.101123595505618,0.0473684210526316,380,"GO:0015711","BP","organic anion transport","The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."
"GO:0015075","M16",183,178,6,6.94468075195178e-07,0.0122705564206236,25,0.140449438202247,0.0357653791130186,699,"GO:0015075","MF","ion transmembrane transporter activity","Enables the transfer of an ion from one side of a membrane to the other."
"GO:0005215","M16",183,178,7,7.8203954857257e-07,0.0138178567837287,31,0.174157303370787,0.0306930693069307,1010,"GO:0005215","MF","transporter activity","Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
"GO:0015280","M16",183,178,8,1.25857810040258e-06,0.0222378164560132,4,0.0224719101123595,0.5,8,"GO:0015280","MF","ligand-gated sodium channel activity","Enables the transmembrane transfer of a sodium ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts."
"GO:0006065","M16",183,178,9,1.60991349407209e-06,0.0284455615267598,3,0.0168539325842697,1,3,"GO:0006065","BP","UDP-glucuronate biosynthetic process","The chemical reactions and pathways resulting in the formation of UDP-glucuronate, a substance composed of glucuronic acid in glycosidic linkage with uridine diphosphate."
"GO:0022857","M16",183,178,10,1.71484335959992e-06,0.030299567320771,27,0.151685393258427,0.0322966507177034,836,"GO:0022857","MF","transmembrane transporter activity","Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."
"GO:0003012","M8",328,322,1,1.03991462063073e-15,1.83742514319244e-11,36,0.111801242236025,0.107462686567164,335,"GO:0003012","BP","muscle system process","A organ system process carried out at the level of a muscle. Muscle tissue is composed of contractile cells or fibers."
"GO:0043292","M8",328,322,2,9.45263293429075e-15,1.67018571315983e-10,26,0.0807453416149068,0.145251396648045,179,"GO:0043292","CC","contractile fiber","Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle."
"GO:0006936","M8",328,322,3,1.22264834001151e-14,2.16029735196634e-10,31,0.0962732919254658,0.116541353383459,266,"GO:0006936","BP","muscle contraction","A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."
"GO:0030016","M8",328,322,4,1.52134487999719e-13,2.68806426846704e-09,24,0.0745341614906832,0.142857142857143,168,"GO:0030016","CC","myofibril","The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism."
"GO:0030018","M8",328,322,5,4.20395993571906e-13,7.42797681042201e-09,19,0.0590062111801242,0.186274509803922,102,"GO:0030018","CC","Z disc","Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached."
"GO:0030017","M8",328,322,6,8.15119427784891e-13,1.44023451695312e-08,22,0.0683229813664596,0.147651006711409,149,"GO:0030017","CC","sarcomere","The repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs."
"GO:0031674","M8",328,322,7,1.23308345964288e-12,2.17873516484301e-08,19,0.0590062111801242,0.175925925925926,108,"GO:0031674","CC","I band","A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end."
"GO:0048731","M8",328,322,8,1.98612820090129e-12,3.50928991817249e-08,137,0.425465838509317,0.0364264823185323,3761,"GO:0048731","BP","system development","The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."
"GO:0007275","M8",328,322,9,6.41365332038496e-11,1.13322840517882e-06,144,0.447204968944099,0.0341070582662245,4222,"GO:0007275","BP","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"GO:0007399","M8",328,322,10,8.81178110122932e-11,1.55695360277621e-06,83,0.257763975155279,0.043432757718472,1911,"GO:0007399","BP","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."
"GO:0016021","M25",69,65,1,8.94658462234986e-07,0.01580772036923,36,0.553846153846154,0.00893300248138958,4030,"GO:0016021","CC","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"GO:00312241","M25",69,65,2,1.71055778816186e-06,0.0302238455590319,36,0.553846153846154,0.00871248789932236,4132,"GO:0031224","CC","intrinsic component of membrane","The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane."
"GO:00442812","M25",69,65,3,2.67108734916464e-05,0.471954423723901,21,0.323076923076923,0.0110584518167457,1899,"GO:0044281","BP","small molecule metabolic process","The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."
"GO:0016020","M25",69,65,4,6.11782203253099e-05,1,46,0.707692307692308,0.00655550805187402,7017,"GO:0016020","CC","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"GO:0006145","M25",69,65,5,0.000108824857298132,1,2,0.0307692307692308,0.5,4,"GO:0006145","BP","purine nucleobase catabolic process","The chemical reactions and pathways resulting in the breakdown of purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine."
"GO:0016614","M25",69,65,6,0.000164406333950883,1,5,0.0769230769230769,0.0416666666666667,120,"GO:0016614","MF","oxidoreductase activity, acting on CH-OH group of donors","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group act as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."
"GO:0032782","M25",69,65,7,0.000180870611306745,1,2,0.0307692307692308,0.4,5,"GO:0032782","BP","bile acid secretion","The regulated release of bile acid, composed of any of a group of steroid carboxylic acids occurring in bile, by a cell or a tissue."
"GO:0036155","M25",69,65,8,0.000180870611306745,1,2,0.0307692307692308,0.4,5,"GO:0036155","BP","acylglycerol acyl-chain remodeling","Remodeling the acyl chains of an acylglycerol, through sequential deacylation and re-acylation reactions, to generate an acylglycerol containing different types of fatty acid acyl chains."
"GO:00157111","M25",69,65,9,0.000215213863239193,1,8,0.123076923076923,0.0210526315789474,380,"GO:0015711","BP","organic anion transport","The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."
"GO:0006855","M25",69,65,10,0.000218961795158716,1,4,0.0615384615384615,0.0579710144927536,69,"GO:0006855","BP","drug transmembrane transport","The process in which a drug is transported across a membrane."
"GO:0003231","M9",46,46,1,4.8569684279743e-07,0.00858177751538779,6,0.130434782608696,0.0612244897959184,98,"GO:0003231","BP","cardiac ventricle development","The process whose specific outcome is the progression of a cardiac ventricle over time, from its formation to the mature structure. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart."
"GO:0003208","M9",46,46,2,5.92846437585574e-07,0.0104750037056995,5,0.108695652173913,0.0925925925925926,54,"GO:0003208","BP","cardiac ventricle morphogenesis","The process in which the cardiac ventricle is generated and organized. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart."
"GO:0048844","M9",46,46,3,5.92846437585574e-07,0.0104750037056995,5,0.108695652173913,0.0925925925925926,54,"GO:0048844","BP","artery morphogenesis","The process in which the anatomical structures of arterial blood vessels are generated and organized. Arteries are blood vessels that transport blood from the heart to the body and its organs."
"GO:0007507","M9",46,46,4,8.09525919498104e-07,0.014303513471612,10,0.217391304347826,0.0221238938053097,452,"GO:0007507","BP","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."
"GO:0003151","M9",46,46,5,1.29105110098876e-06,0.0228115819033705,5,0.108695652173913,0.0793650793650794,63,"GO:0003151","BP","outflow tract morphogenesis","The process in which the anatomical structures of the outflow tract are generated and organized. The outflow tract is the portion of the heart through which blood flows into the arteries."
"GO:0003007","M9",46,46,6,2.07819589339581e-06,0.0367196432404106,7,0.152173913043478,0.0353535353535354,198,"GO:0003007","BP","heart morphogenesis","The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."
"GO:0060840","M9",46,46,7,2.51811093300377e-06,0.0444925020752437,5,0.108695652173913,0.0694444444444444,72,"GO:0060840","BP","artery development","The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed."
"GO:0003205","M9",46,46,8,2.79607582786724e-06,0.0494038638025862,6,0.130434782608696,0.0454545454545455,132,"GO:0003205","BP","cardiac chamber development","The progression of a cardiac chamber over time, from its formation to the mature structure. A cardiac chamber is an enclosed cavity within the heart."
"GO:0003184","M9",46,46,9,3.12609979072814e-06,0.0552350572023755,3,0.0652173913043478,0.3,10,"GO:0003184","BP","pulmonary valve morphogenesis","The process in which the structure of the pulmonary valve is generated and organized."
"GO:0060537","M9",46,46,10,3.29772992742526e-06,0.0582675900876769,8,0.173913043478261,0.0263157894736842,304,"GO:0060537","BP","muscle tissue development","The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."
"GO:0010033","M1",105,102,1,1.63462252753083e-21,2.88821454389422e-17,62,0.607843137254902,0.0224393774882374,2763,"GO:0010033","BP","response to organic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."
"GO:0071310","M1",105,102,2,7.69065728294427e-20,1.35886223532342e-15,55,0.53921568627451,0.0240911081909768,2283,"GO:0071310","BP","cellular response to organic substance","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."
"GO:0071345","M1",105,102,3,3.15204008773231e-18,5.56933963101422e-14,36,0.352941176470588,0.0376569037656904,956,"GO:0071345","BP","cellular response to cytokine stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"GO:0034097","M1",105,102,4,5.27966558438298e-18,9.32864112104629e-14,37,0.362745098039216,0.0357142857142857,1036,"GO:0034097","BP","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"GO:00508961","M1",105,102,5,6.06960959994037e-17,1.07243932021346e-12,89,0.872549019607843,0.0123115230322313,7229,"GO:0050896","BP","response to stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."
"GO:0010941","M1",105,102,6,2.78282352904414e-16,4.91697089346809e-12,41,0.401960784313726,0.0279481935923654,1467,"GO:0010941","BP","regulation of cell death","Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."
"GO:0032496","M1",105,102,7,4.90621947345861e-16,8.66879918765401e-12,21,0.205882352941176,0.0711864406779661,295,"GO:0032496","BP","response to lipopolysaccharide","Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."
"GO:0009893","M1",105,102,8,7.1930079015878e-16,1.27093256613155e-11,56,0.549019607843137,0.0194174757281553,2884,"GO:0009893","BP","positive regulation of metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"GO:0031325","M1",105,102,9,7.24112599529285e-16,1.27943455210829e-11,54,0.529411764705882,0.0201567749160134,2679,"GO:0031325","BP","positive regulation of cellular metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
"GO:0002237","M1",105,102,10,1.42190184810184e-15,2.51235837541114e-11,21,0.205882352941176,0.067524115755627,311,"GO:0002237","BP","response to molecule of bacterial origin","Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."
"GO:0034715","M30",37,37,1,4.55556337999522e-10,8.04922493611355e-06,4,0.108108108108108,0.666666666666667,6,"GO:0034715","CC","pICln-Sm protein complex","A protein complex that contains pICln (CLNS1A) and several Sm proteins, including SmD1, SmD2, SmE, SmF, and SmG."
"GO:0005687","M30",37,37,2,9.9349340835347e-09,0.000175540350321975,4,0.108108108108108,0.363636363636364,11,"GO:0005687","CC","U4 snRNP","A ribonucleoprotein complex that contains small nuclear RNA U4."
"GO:0034709","M30",37,37,3,1.48763481418348e-08,0.000262850195318078,4,0.108108108108108,0.333333333333333,12,"GO:0034709","CC","methylosome","A large (20 S) protein complex that possesses protein arginine methyltransferase activity and modifies specific arginines to dimethylarginines in the arginine- and glycine-rich domains of several spliceosomal Sm proteins, thereby targeting these proteins to the survival of motor neurons (SMN) complex for assembly into small nuclear ribonucleoprotein (snRNP) core particles. Proteins found in the methylosome include the methyltransferase JBP1 (PRMT5), pICln (CLNS1A), MEP50 (WDR77), and unmethylated forms of SM proteins that have RG domains."
